Credit Card Number,Name,ID Number,Amount,Direction,Transaction Time
4226915610330598,Michael Snyder,601107177,50,in,2022-12-30 05:06:33
4226915610330598,Michael Snyder,601107177,3036,out,2022-12-30 06:04:20
4230283773783044,Melanie Mcdowell,810308732,94,out,2022-12-30 00:36:11
4230283773783044,Melanie Mcdowell,810308732,7458,out,2022-12-30 06:32:51
4239249637867423,Thomas Edwards,801023630,63,in,2022-12-30 14:07:22
4239249637867423,Thomas Edwards,801023630,9443,out,2022-12-30 16:11:09
4246335264683042,Robin Bolton,600116230,19,out,2022-12-30 06:27:13
4246335264683042,Robin Bolton,600116230,4843,in,2022-12-30 17:38:22
4252214196975209,James Bryan,740810669,69,out,2022-12-30 19:18:22
4252214196975209,James Bryan,740810669,4167,in,2022-12-30 19:27:55
4269363567805502,Michael Williams,870222900,24,out,2022-12-30 17:47:09
4269363567805502,Michael Williams,870222900,6082,out,2022-12-30 22:01:15
4281094124078283,Charles Brown,46032120,82,in,2022-12-30 22:45:31
4281094124078283,Charles Brown,46032120,5816,in,2022-12-30 22:50:16
4282168456896303,Paul Smith,760327118,47,out,2022-12-30 23:00:10
4282168456896303,Paul Smith,760327118,9526,out,2022-12-30 23:05:00
4288258877365030,Shawn Thompson,791220500,16,out,2022-12-30 06:16:28
4288258877365030,Shawn Thompson,791220500,4670,in,2022-12-30 07:42:03
4297743220707763,Thomas Rodriguez,011207122,62,in,2022-12-30 09:54:11
4297743220707763,Thomas Rodriguez,011207122,5251,in,2022-12-30 14:57:14
4301005533354541,Michael Kim II,960517392,10,out,2022-12-30 20:17:54
4301005533354541,Michael Kim II,960517392,2611,in,2022-12-30 20:19:51
4308132780278679,David Murphy,83032475,34,out,2022-12-30 08:35:36
4308132780278679,David Murphy,83032475,7854,in,2022-12-30 16:06:29
4313633789003425,Vanessa Price,631125327,96,in,2022-12-30 09:40:16
4313633789003425,Vanessa Price,631125327,6222,in,2022-12-30 12:25:46
4325551676147145,Stacy Herrera,571112837,20,in,2022-12-30 13:54:31
4325551676147145,Stacy Herrera,571112837,9424,out,2022-12-30 15:55:39
4326373000557769,Ashley Knight,700323452,73,in,2022-12-30 14:18:49
4326373000557769,Ashley Knight,700323452,1840,out,2022-12-30 14:58:20
4332000600156203,Andre Liu,940407472,44,out,2022-12-30 02:48:44
4332000600156203,Andre Liu,940407472,6505,out,2022-12-30 04:01:42
4336994032472939,Heidi Reyes,740922716,69,out,2022-12-30 16:53:23
4336994032472939,Heidi Reyes,740922716,7339,out,2022-12-30 18:18:01
4345175274310727,John Gay,82092141,34,in,2022-12-30 15:59:31
4345175274310727,John Gay,82092141,6322,out,2022-12-30 16:07:21
4350043990027730,Jason Jones,570708902,60,in,2022-12-30 10:57:43
4350043990027730,Jason Jones,570708902,4612,out,2022-12-30 11:44:25
4352796593919573,Jennifer Weber,710513880,87,in,2022-12-30 10:15:48
4352796593919573,Jennifer Weber,710513880,5597,out,2022-12-30 11:02:20
4354529567606340,Gina Chandler,800923565,73,in,2022-12-30 21:34:19
4354529567606340,Gina Chandler,800923565,5298,out,2022-12-30 23:13:04
4366700808083849,Erica Vargas,520107621,34,in,2022-12-30 10:57:03
4366700808083849,Erica Vargas,520107621,6009,out,2022-12-30 21:00:47
4383638139950303,Jamie Robinson,680506929,81,in,2022-12-30 19:13:47
4383638139950303,Jamie Robinson,680506929,2209,in,2022-12-30 19:53:55
4390511361751478,Diana Rodriguez,851101483,86,out,2022-12-30 01:54:29
4390511361751478,Diana Rodriguez,851101483,7436,in,2022-12-30 06:57:13
4396213625923787,Lauren Evans,050727184,64,out,2022-12-30 18:13:57
4396213625923787,Lauren Evans,050727184,9891,in,2022-12-30 21:51:20
4397827843054015,Zachary Orr,040929403,78,in,2022-12-30 13:23:08
4397827843054015,Zachary Orr,040929403,9254,in,2022-12-30 15:28:41
4399519606589794,Alyssa Bennett,850313505,58,out,2022-12-30 03:53:29
4399519606589794,Alyssa Bennett,850313505,4353,out,2022-12-30 04:31:50
4416347832655349,Nicholas Lyons,560529605,4,out,2022-12-30 08:37:43
4416347832655349,Nicholas Lyons,560529605,7658,out,2022-12-30 09:59:12
4418234619766812,Lynn Eaton,990427904,91,out,2022-12-30 17:00:19
4418234619766812,Lynn Eaton,990427904,5418,out,2022-12-30 17:53:59
4432303664978176,Jonathan Green,490118383,20,out,2022-12-30 02:39:08
4432303664978176,Jonathan Green,490118383,9370,in,2022-12-30 11:04:23
4434774669094524,Keith Mckinney,600920958,83,in,2022-12-30 03:30:25
4434774669094524,Keith Mckinney,600920958,7125,in,2022-12-30 03:31:24
4435366315505737,Lindsay Park,760801133,75,in,2022-12-30 03:47:13
4435366315505737,Lindsay Park,760801133,6492,in,2022-12-30 03:48:02
4444590876108073,Justin Lester,640115750,57,out,2022-12-30 20:39:03
4444590876108073,Justin Lester,640115750,4618,out,2022-12-30 20:43:23
4454641152718684,Jacqueline Dominguez,65052741,63,out,2022-12-30 21:57:52
4454641152718684,Jacqueline Dominguez,65052741,7411,out,2022-12-30 23:52:52
4454668073960616,Jessica Smith,890120975,45,out,2022-12-30 20:36:11
4454668073960616,Jessica Smith,890120975,7633,out,2022-12-30 20:40:35
4466509413101899,Stephen Watson,720411172,94,out,2022-12-30 10:29:04
4466509413101899,Stephen Watson,720411172,5685,out,2022-12-30 12:53:28
4469841378785664,Rebecca Davidson,700603254,46,out,2022-12-30 04:58:45
4469841378785664,Rebecca Davidson,700603254,9113,out,2022-12-30 15:55:47
4470160989449785,David Soto,560521424,84,out,2022-12-30 02:18:12
4470160989449785,David Soto,560521424,6400,out,2022-12-30 06:06:21
4470160989449785,David Soto,560521424,48,in,2022-12-30 15:05:33
4470160989449785,David Soto,560521424,6977,in,2022-12-30 21:23:33
4471716729836562,Robert Cooper,82092259,40,in,2022-12-30 21:53:02
4471716729836562,Robert Cooper,82092259,3632,in,2022-12-30 22:49:21
4478982950598973,Gary Rosales,021124983,75,out,2022-12-30 15:14:47
4478982950598973,Gary Rosales,021124983,8979,in,2022-12-30 15:23:10
4489135626276014,Michelle Thomas,810708590,25,in,2022-12-30 09:32:05
4489135626276014,Michelle Thomas,810708590,9810,out,2022-12-30 11:40:58
4489590666484862,Melanie Reid,550911121,93,out,2022-12-30 04:06:17
4489590666484862,Melanie Reid,550911121,5378,in,2022-12-30 04:06:43
4494582493362901,Eric Stafford,740723814,22,out,2022-12-30 08:01:52
4494582493362901,Eric Stafford,740723814,3431,in,2022-12-30 11:48:03
4504314098890120,Martha Torres,670307468,74,in,2022-12-30 04:34:14
4504314098890120,Martha Torres,670307468,9258,in,2022-12-30 07:30:02
4509847580648162,Melanie Hill,670720674,15,out,2022-12-30 13:32:56
4509847580648162,Melanie Hill,670720674,7473,out,2022-12-30 16:54:09
4546220748148126,Daniel Peterson PhD,010524689,81,out,2022-12-30 13:13:20
4546220748148126,Daniel Peterson PhD,010524689,2417,out,2022-12-30 16:24:22
4547203499173054,Jennifer Rodgers,61110798,92,in,2022-12-30 15:23:59
4547203499173054,Jennifer Rodgers,61110798,9181,in,2022-12-30 21:35:50
4549625139370005,Jennifer Smith,010125949,95,in,2022-12-30 13:12:23
4549625139370005,Jennifer Smith,010125949,4606,out,2022-12-30 13:15:45
4550736246998384,Jose Peterson,910410195,71,in,2022-12-30 03:23:49
4550736246998384,Jose Peterson,910410195,7560,in,2022-12-30 14:38:47
4561077442534500,Scott Kelly,810325592,82,out,2022-12-30 20:40:11
4561077442534500,Scott Kelly,810325592,3576,in,2022-12-30 20:45:25
4565408376959163,Danielle Barnes,020408836,91,out,2022-12-30 18:08:38
4565408376959163,Danielle Barnes,020408836,9203,out,2022-12-30 18:09:03
4565486862472081,Victor Butler,871019944,12,in,2022-12-30 06:26:06
4565486862472081,Victor Butler,871019944,3378,in,2022-12-30 06:30:28
4569565518171670,Michelle Gilbert,631218361,79,out,2022-12-30 16:46:01
4569565518171670,Michelle Gilbert,631218361,8006,in,2022-12-30 16:52:24
4605930134202067,Laura Torres,700402876,54,out,2022-12-30 16:27:12
4605930134202067,Laura Torres,700402876,9454,out,2022-12-30 16:32:11
4609553145302100,Molly Thomas,811204201,91,in,2022-12-30 15:47:06
4609553145302100,Molly Thomas,811204201,8328,out,2022-12-30 18:07:22
4615261150636741,Christine Johnson,010501602,72,out,2022-12-30 06:45:54
4615261150636741,Christine Johnson,010501602,7122,out,2022-12-30 06:50:20
4621570077437922,Robert Bowers,531119522,76,out,2022-12-30 14:10:52
4621570077437922,Robert Bowers,531119522,1790,in,2022-12-30 14:19:06
4622115121040675,Rhonda Skinner,44070472,42,out,2022-12-30 20:04:27
4622115121040675,Rhonda Skinner,44070472,2949,in,2022-12-30 21:48:48
4625944423821707,David Young,551226562,48,in,2022-12-30 05:17:55
4625944423821707,David Young,551226562,9281,in,2022-12-30 06:58:12
4628635635090712,Daisy Matthews,89122664,89,out,2022-12-30 06:30:32
4628635635090712,Daisy Matthews,89122664,9376,in,2022-12-30 07:27:08
4646298911371195,Dale Pruitt,491226541,9,out,2022-12-30 11:56:41
4646298911371195,Dale Pruitt,491226541,2816,out,2022-12-30 12:28:15
4647552938494722,Lee Rogers,041103142,68,out,2022-12-30 21:48:16
4647552938494722,Lee Rogers,041103142,6409,in,2022-12-30 21:49:34
4648982331972918,Andrew Gibson,690520512,73,in,2022-12-30 00:31:39
4648982331972918,Andrew Gibson,690520512,4984,in,2022-12-30 01:03:34
4649888311816406,Sarah Obrien,540516629,89,out,2022-12-30 07:42:50
4649888311816406,Sarah Obrien,540516629,8252,out,2022-12-30 17:25:29
4650169919707701,Edward Garcia,650518807,51,in,2022-12-30 06:17:50
4650169919707701,Edward Garcia,650518807,2994,out,2022-12-30 08:19:47
4660426455429209,Charles Humphrey,020501311,16,out,2022-12-30 15:46:33
4660426455429209,Charles Humphrey,020501311,7923,in,2022-12-30 15:52:59
4667126722980900,Jade Harris,910530176,63,in,2022-12-30 11:59:15
4667126722980900,Jade Harris,910530176,3109,out,2022-12-30 15:04:51
4669417557963907,Kristen Davis,040214424,77,out,2022-12-30 12:19:20
4669417557963907,Kristen Davis,040214424,6347,out,2022-12-30 16:54:51
4687370778187939,Brianna Long,430609725,89,in,2022-12-30 17:54:25
4687370778187939,Brianna Long,430609725,1788,out,2022-12-30 23:55:48
4693875959584615,Sergio Roberson,501107329,90,in,2022-12-30 12:54:55
4693875959584615,Sergio Roberson,501107329,5581,out,2022-12-30 12:57:49
4695125325762166,Justin White,661029620,15,in,2022-12-30 19:25:27
4695125325762166,Justin White,661029620,8604,out,2022-12-30 20:33:14
4697506722354848,Tina Silva,940602935,42,out,2022-12-30 08:52:04
4697506722354848,Tina Silva,940602935,4014,out,2022-12-30 11:35:54
4698098612281348,Angelica Solomon,431018191,57,out,2022-12-30 13:45:23
4698098612281348,Angelica Solomon,431018191,9739,in,2022-12-30 14:23:39
4701967455148340,Christopher Lewis,000920590,2,in,2022-12-30 00:07:04
4701967455148340,Christopher Lewis,000920590,1522,out,2022-12-30 00:10:50
4723141526719299,Tammy Barker,460212435,82,out,2022-12-30 01:19:28
4723141526719299,Tammy Barker,460212435,7822,out,2022-12-30 01:21:30
4740147736483831,Nicholas Wolfe,980326868,34,in,2022-12-30 11:41:42
4740147736483831,Nicholas Wolfe,980326868,4168,in,2022-12-30 11:49:55
4743578450539902,Nicholas Garcia,810816549,27,in,2022-12-30 10:41:35
4743578450539902,Nicholas Garcia,810816549,1550,out,2022-12-30 11:10:18
4745432131434430,Scott Bradley,760611552,1,in,2022-12-30 03:01:33
4745432131434430,Scott Bradley,760611552,3232,in,2022-12-30 13:08:50
4750330691396852,Suzanne Reeves,461209783,70,in,2022-12-30 23:34:24
4750330691396852,Suzanne Reeves,461209783,9000,in,2022-12-30 23:42:26
4750540762030350,Hannah Gibson,830602843,91,out,2022-12-30 09:12:33
4750540762030350,Hannah Gibson,830602843,4025,in,2022-12-30 12:48:40
4759043136195422,Mrs. Katie Montgomery,421231301,28,in,2022-12-30 00:25:39
4759043136195422,Mrs. Katie Montgomery,421231301,7571,out,2022-12-30 02:56:32
4766024690253972,Russell Thompson,710215191,20,in,2022-12-30 11:05:05
4766024690253972,Russell Thompson,710215191,3438,out,2022-12-30 11:56:34
4766882699784937,Jonathan Wilson,91042827,26,in,2022-12-30 09:39:58
4766882699784937,Jonathan Wilson,91042827,5610,in,2022-12-30 19:29:00
4787665249784886,Alexandria Miller,941215952,18,in,2022-12-30 15:10:58
4787665249784886,Alexandria Miller,941215952,2735,out,2022-12-30 18:37:58
4807977937190730,Mrs. Rachel Yates,451121694,5,out,2022-12-30 20:48:49
4807977937190730,Mrs. Rachel Yates,451121694,7745,in,2022-12-30 20:56:05
4820203301254496,Carolyn Avila,67011891,11,out,2022-12-30 07:17:06
4820203301254496,Carolyn Avila,67011891,7902,out,2022-12-30 07:41:42
4826527526322629,Mitchell Harrison,670424637,12,out,2022-12-30 15:46:06
4826527526322629,Mitchell Harrison,670424637,7171,out,2022-12-30 18:43:57
4827838598330872,Sean Rivera,640321141,57,in,2022-12-30 15:35:52
4827838598330872,Sean Rivera,640321141,7858,out,2022-12-30 16:26:26
4833553757133114,Brianna Kaiser,841224428,11,out,2022-12-30 19:28:51
4833553757133114,Brianna Kaiser,841224428,6260,out,2022-12-30 23:03:41
4835782263926038,Jacob Richardson,440626800,33,in,2022-12-30 08:58:40
4835782263926038,Jacob Richardson,440626800,1820,in,2022-12-30 09:24:41
4837450258652054,Robert Cannon,910112666,34,in,2022-12-30 16:11:42
4837450258652054,Robert Cannon,910112666,6291,in,2022-12-30 17:15:18
4840612546607381,Ashley Hunter,560914208,67,out,2022-12-30 07:09:14
4840612546607381,Ashley Hunter,560914208,1911,out,2022-12-30 15:17:40
4864587582937481,Ricky Bush,62060241,92,out,2022-12-30 16:55:11
4864587582937481,Ricky Bush,62060241,8556,out,2022-12-30 19:52:59
4866619056706270,Melissa Hodges MD,850312514,92,in,2022-12-30 10:39:58
4866619056706270,Melissa Hodges MD,850312514,9273,in,2022-12-30 13:30:47
4873855619404182,Michael Smith,810622790,77,in,2022-12-30 18:38:35
4873855619404182,Michael Smith,810622790,7230,in,2022-12-30 18:41:57
4874178338715997,Lauren Green,030614847,50,in,2022-12-30 03:01:43
4874178338715997,Lauren Green,030614847,5291,out,2022-12-30 03:10:19
4876944131893275,Stefanie Jones,901211643,37,out,2022-12-30 08:24:27
4876944131893275,Stefanie Jones,901211643,3019,out,2022-12-30 09:55:25
4897691630413213,William Nelson,670808873,93,in,2022-12-30 03:50:04
4897691630413213,William Nelson,670808873,5925,out,2022-12-30 03:54:45
4902405900875487,Bonnie Herman,820816468,57,out,2022-12-30 13:51:32
4902405900875487,Bonnie Herman,820816468,6133,in,2022-12-30 15:05:25
4905173175406704,Deborah Robinson,591019540,58,out,2022-12-30 04:22:56
4905173175406704,Deborah Robinson,591019540,2518,in,2022-12-30 04:49:45
4908939865352912,Erica Edwards,631127430,89,out,2022-12-30 01:25:31
4908939865352912,Erica Edwards,631127430,1835,in,2022-12-30 06:14:02
4913350655900097,Raven Miller,560418731,97,out,2022-12-30 06:42:14
4913350655900097,Raven Miller,560418731,3880,in,2022-12-30 10:48:29
4918920970390706,Jeremy Hall,010722216,7,in,2022-12-30 07:29:06
4918920970390706,Jeremy Hall,010722216,6321,in,2022-12-30 09:33:43
4922098442490893,Amanda Phillips,520517212,94,in,2022-12-30 20:36:08
4922098442490893,Amanda Phillips,520517212,6427,out,2022-12-30 23:37:59
4926292354335651,Shannon King,43081283,8,out,2022-12-30 02:53:55
4926292354335651,Shannon King,43081283,1693,out,2022-12-30 07:51:31
4926292354335651,Shannon King,43081283,25,out,2022-12-30 09:13:48
4926292354335651,Shannon King,43081283,6317,in,2022-12-30 09:44:44
4931643365735474,Holly Flynn,520515975,69,in,2022-12-30 04:46:34
4931643365735474,Holly Flynn,520515975,6358,in,2022-12-30 15:20:11
4932637516496084,Michael Solomon,030912378,56,in,2022-12-30 10:14:38
4932637516496084,Michael Solomon,030912378,7714,out,2022-12-30 11:33:35
4934425572726760,Dennis Flores,910427462,66,out,2022-12-30 17:55:21
4934425572726760,Dennis Flores,910427462,2499,in,2022-12-30 18:00:22
4940891714729180,Richard Bennett,910604456,22,in,2022-12-30 16:49:31
4940891714729180,Richard Bennett,910604456,9124,out,2022-12-30 17:43:00
4942595538192297,Matthew Mckay,70040714,98,out,2022-12-30 03:41:28
4942595538192297,Matthew Mckay,70040714,1867,out,2022-12-30 10:25:48
4943075804793176,Willie Barrera,60043075,44,in,2022-12-30 16:49:39
4943075804793176,Willie Barrera,60043075,6180,out,2022-12-30 17:26:57
4960690568774218,Haley Nelson,830325824,14,out,2022-12-30 04:44:22
4960690568774218,Haley Nelson,830325824,8824,in,2022-12-30 10:09:16
4966873337519825,Alisha Barr,781006157,10,in,2022-12-30 16:33:52
4966873337519825,Alisha Barr,781006157,4558,out,2022-12-30 23:20:28
4967866343439664,Sarah Garza,561224489,26,in,2022-12-30 06:03:40
4967866343439664,Sarah Garza,561224489,1225,in,2022-12-30 06:28:05
4968338858837954,Amanda Duncan,541007144,44,in,2022-12-30 20:25:13
4968338858837954,Amanda Duncan,541007144,1347,out,2022-12-30 22:44:28
4986075387375423,Matthew Cole,810508385,99,in,2022-12-30 09:04:27
4986075387375423,Matthew Cole,810508385,3123,in,2022-12-30 09:24:42
4987180897014162,Kelsey Diaz,570727949,81,in,2022-12-30 03:06:00
4987180897014162,Kelsey Diaz,570727949,9539,out,2022-12-30 06:07:00
